Sample,,,,,,,,S1P d16:1 [M>113] Method,,,,S1P d16:1 [M>113] Results,,,,S1P d16:1 [M>60] Method,,,,S1P d16:1 [M>60] Results,,,,S1P d17:1 [M>113] Method,,,,S1P d17:1 [M>113] Results,,,,S1P d17:1 [M>60] Method,,,,S1P d17:1 [M>60] Results,,,,S1P d18:0 [M>113] Method,,,,S1P d18:0 [M>113] Results,,,,S1P d18:0 [M>60] Method,,,,S1P d18:0 [M>60] Results,,,,S1P d18:1 [M>113] Method,,,,S1P d18:1 [M>113] Results,,,,S1P d18:1 [M>60] Method,,,,S1P d18:1 [M>60] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>113] Results,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Method,,,,S1P d18:1 13C2D2 (ISTD) [M>60] Results,,,,S1P d18:2 [M>113] Method,,,,S1P d18:2 [M>113] Results,,,,S1P d18:2 [M>60] Method,,,,S1P d18:2 [M>60] Results,,,,S1P d19:1 [M>113] Method,,,,S1P d19:1 [M>113] Results,,,,S1P d19:1 [M>60] Method,,,,S1P d19:1 [M>60] Results,,,,S1P d20:1 [M>113] Method,,,,S1P d20:1 [M>113] Results,,,,S1P d20:1 [M>60] Method,,,,S1P d20:1 [M>60] Results,,,
,Quantitation Message,Data File,Name,Type,Level,Acq. Date-Time,Pos.,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI,Ion Polarity,Precursor Ion,Product Ion,Collision Energy,RT,Area,FWHM,MI
,111_SPL_S079_Frei 0.d,111_SPL_S079_Frei 0,Sample,,4/20/2018 12:34,P2-E3,Positive,408.3,113,29,3.455,736,0.06,FALSE,Positive,408.3,60.1,29,3.463,2812,0.053,FALSE,Positive,422.3,113,29,3.429,940,0.062,TRUE,Positive,422.3,60.1,29,3.429,2296,0.057,FALSE,Positive,438.3,113,29,3.376,13177,0.059,FALSE,Positive,438.3,60.1,29,3.384,24379,0.059,FALSE,Positive,436.3,113,29,3.402,39882,0.055,FALSE,Positive,436.3,60.1,29,3.402,151175,0.055,FALSE,Positive,440.3,113,29,3.4,10220,0.057,FALSE,Positive,440.3,60.1,29,3.4,42935,0.056,FALSE,Positive,434.3,113,29,3.436,4488,0.057,FALSE,Positive,434.3,60.1,29,3.436,19065,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,2945,0.054,FALSE,Positive,464.4,113,29,3.34,606,0.077,FALSE,Positive,464.4,60.1,29,3.348,915,0.05,FALSE,
,,112_SPL_S080_Balimann 0.d,112_SPL_S080_Balimann 0,Sample,,4/20/2018 12:44,P2-E4,Positive,408.3,113,29,3.463,1412,0.057,FALSE,Positive,408.3,60.1,29,3.463,4597,0.055,FALSE,Positive,422.3,113,29,3.429,1135,0.061,TRUE,Positive,422.3,60.1,29,3.429,3727,0.058,FALSE,Positive,438.3,113,29,3.376,15670,0.059,FALSE,Positive,438.3,60.1,29,3.384,24389,0.059,FALSE,Positive,436.3,113,29,3.402,37387,0.055,FALSE,Positive,436.3,60.1,29,3.402,148634,0.055,FALSE,Positive,440.3,113,29,3.4,9325,0.057,FALSE,Positive,440.3,60.1,29,3.4,41151,0.055,FALSE,Positive,434.3,113,29,3.436,5554,0.057,FALSE,Positive,434.3,60.1,29,3.436,20337,0.056,FALSE,Positive,450.4,113,29,3.382,749,0.066,FALSE,Positive,450.4,60.1,29,3.374,3285,0.059,FALSE,Positive,464.4,113,29,3.331,784,0.076,FALSE,Positive,464.4,60.1,29,3.34,1167,0.065,TRUE
,,113_BQC_PQC12.d,113_BQC_PQC12,Sample,,4/20/2018 12:55,P2-E5,Positive,408.3,113,29,3.463,1864,0.057,FALSE,Positive,408.3,60.1,29,3.463,7206,0.052,FALSE,Positive,422.3,113,29,3.429,1612,0.057,FALSE,Positive,422.3,60.1,29,3.429,4396,0.057,TRUE,Positive,438.3,113,29,3.376,11077,0.058,FALSE,Positive,438.3,60.1,29,3.384,17147,0.06,FALSE,Positive,436.3,113,29,3.402,34854,0.056,FALSE,Positive,436.3,60.1,29,3.402,155350,0.055,FALSE,Positive,440.3,113,29,3.4,10093,0.056,FALSE,Positive,440.3,60.1,29,3.4,39456,0.056,FALSE,Positive,434.3,113,29,3.436,6153,0.057,FALSE,Positive,434.3,60.1,29,3.436,22615,0.056,FALSE,Positive,450.4,113,29,3.374,700,0.073,FALSE,Positive,450.4,60.1,29,3.374,3295,0.058,FALSE,Positive,464.4,113,29,3.34,415,0.133,FALSE,Positive,464.4,60.1,29,3.34,923,0.055,FALSE
,,114_TQC_TQC07.d,114_TQC_TQC07,Sample,,4/20/2018 13:05,Vial 3,Positive,408.3,113,29,3.463,1830,0.056,FALSE,Positive,408.3,60.1,29,3.463,6830,0.055,FALSE,Positive,422.3,113,29,3.429,1428,0.061,FALSE,Positive,422.3,60.1,29,3.429,5405,0.056,FALSE,Positive,438.3,113,29,3.376,10915,0.058,FALSE,Positive,438.3,60.1,29,3.384,20455,0.06,FALSE,Positive,436.3,113,29,3.402,38410,0.056,FALSE,Positive,436.3,60.1,29,3.402,171061,0.055,FALSE,Positive,440.3,113,29,3.4,11391,0.056,FALSE,Positive,440.3,60.1,29,3.4,46731,0.056,FALSE,Positive,434.3,113,29,3.436,6138,0.057,FALSE,Positive,434.3,60.1,29,3.436,25356,0.056,FALSE,Positive,450.4,113,29,3.266,119,0.069,FALSE,Positive,450.4,60.1,29,3.374,3240,0.058,FALSE,Positive,464.4,113,29,3.34,727,0.066,FALSE,Positive,464.4,60.1,29,3.348,921,0.047,FALSE
,,115_SPL_S081_Balimann 1.d,115_SPL_S081_Balimann 1,Sample,,4/20/2018 13:15,P2-E6,Positive,408.3,113,29,3.463,1602,0.058,FALSE,Positive,408.3,60.1,29,3.463,5687,0.055,FALSE,Positive,422.3,113,29,3.429,1529,0.062,TRUE,Positive,422.3,60.1,29,3.429,5246,0.056,FALSE,Positive,438.3,113,29,3.376,12512,0.058,FALSE,Positive,438.3,60.1,29,3.384,22265,0.059,FALSE,Positive,436.3,113,29,3.402,35412,0.055,FALSE,Positive,436.3,60.1,29,3.402,146237,0.055,FALSE,Positive,440.3,113,29,3.4,9635,0.057,FALSE,Positive,440.3,60.1,29,3.4,40304,0.056,FALSE,Positive,434.3,113,29,3.436,4670,0.056,FALSE,Positive,434.3,60.1,29,3.436,16764,0.056,FALSE,Positive,450.4,113,29,3.382,608,0.133,FALSE,Positive,450.4,60.1,29,3.374,3864,0.058,FALSE,Positive,464.4,113,29,3.348,634,0.027,FALSE,Positive,464.4,60.1,29,3.34,822,0.042,FALSE
,,116_SPL_S082_LZ127742.d,116_SPL_S082_LZ127742,Sample,,4/20/2018 13:25,P2-E7,Positive,408.3,113,29,3.463,1779,0.058,FALSE,Positive,408.3,60.1,29,3.463,5792,0.051,FALSE,Positive,422.3,113,29,3.429,1881,0.059,FALSE,Positive,422.3,60.1,29,3.429,5443,0.056,FALSE,Positive,438.3,113,29,3.376,9951,0.059,FALSE,Positive,438.3,60.1,29,3.384,16509,0.06,FALSE,Positive,436.3,113,29,3.402,38959,0.056,FALSE,Positive,436.3,60.1,29,3.402,158288,0.056,FALSE,Positive,440.3,113,29,3.4,9511,0.057,FALSE,Positive,440.3,60.1,29,3.4,39402,0.056,FALSE,Positive,434.3,113,29,3.436,8125,0.056,FALSE,Positive,434.3,60.1,29,3.436,32295,0.056,FALSE,Positive,450.4,113,29,3.374,599,0.07,FALSE,Positive,450.4,60.1,29,3.374,3856,0.058,FALSE,Positive,464.4,113,29,3.34,818,0.068,FALSE,Positive,464.4,60.1,29,3.34,1358,0.055,FALSE
,,117_SPL_S083_Thalmann 0.d,117_SPL_S083_Thalmann 0,Sample,,4/20/2018 13:36,P2-E8,Positive,408.3,113,29,3.455,769,0.057,FALSE,Positive,408.3,60.1,29,3.463,3229,0.055,FALSE,Positive,422.3,113,29,3.429,921,0.067,TRUE,Positive,422.3,60.1,29,3.429,2754,0.057,FALSE,Positive,438.3,113,29,3.376,9609,0.059,FALSE,Positive,438.3,60.1,29,3.384,15249,0.062,FALSE,Positive,436.3,113,29,3.402,40480,0.056,FALSE,Positive,436.3,60.1,29,3.402,163379,0.055,FALSE,Positive,440.3,113,29,3.4,9770,0.056,FALSE,Positive,440.3,60.1,29,3.4,41638,0.056,FALSE,Positive,434.3,113,29,3.428,4682,0.055,FALSE,Positive,434.3,60.1,29,3.428,20081,0.056,FALSE,Positive,450.4,113,29,3.374,740,0.083,FALSE,Positive,450.4,60.1,29,3.374,3189,0.058,FALSE,Positive,464.4,113,29,3.265,135,0.05,FALSE,Positive,464.4,60.1,29,3.34,1415,0.063,FALSE
,,118_SPL_S084_Thalmann 1.d,118_SPL_S084_Thalmann 1,Sample,,4/20/2018 13:46,P2-E9,Positive,408.3,113,29,3.455,1000,0.065,TRUE,Positive,408.3,60.1,29,3.455,2707,0.055,FALSE,Positive,422.3,113,29,3.429,1134,0.062,TRUE,Positive,422.3,60.1,29,3.429,3061,0.056,FALSE,Positive,438.3,113,29,3.376,7147,0.06,FALSE,Positive,438.3,60.1,29,3.384,12078,0.061,FALSE,Positive,436.3,113,29,3.402,32034,0.056,FALSE,Positive,436.3,60.1,29,3.402,134252,0.055,FALSE,Positive,440.3,113,29,3.4,9790,0.056,FALSE,Positive,440.3,60.1,29,3.4,42973,0.055,FALSE,Positive,434.3,113,29,3.428,4727,0.056,FALSE,Positive,434.3,60.1,29,3.428,18963,0.055,FALSE,Positive,450.4,113,29,3.374,329,0.116,FALSE,Positive,450.4,60.1,29,3.366,2910,0.057,FALSE,Positive,464.4,113,29,3.348,325,0.091,FALSE,Positive,464.4,60.1,29,3.34,842,0.051,FALSE
,,119_SPL_S085_VM842035.d,119_SPL_S085_VM842035,Sample,,4/20/2018 13:56,P2-F1,Positive,408.3,113,29,3.463,2143,0.057,FALSE,Positive,408.3,60.1,29,3.463,7707,0.055,FALSE,Positive,422.3,113,29,3.429,1992,0.06,FALSE,Positive,422.3,60.1,29,3.429,7478,0.056,FALSE,Positive,438.3,113,29,3.384,8240,0.06,FALSE,Positive,438.3,60.1,29,3.384,15814,0.06,FALSE,Positive,436.3,113,29,3.402,33154,0.056,FALSE,Positive,436.3,60.1,29,3.402,139660,0.055,FALSE,Positive,440.3,113,29,3.4,9049,0.057,FALSE,Positive,440.3,60.1,29,3.4,38242,0.056,FALSE,Positive,434.3,113,29,3.436,6336,0.056,FALSE,Positive,434.3,60.1,29,3.436,24437,0.056,FALSE,Positive,450.4,113,29,3.374,638,0.081,FALSE,Positive,450.4,60.1,29,3.374,3104,0.058,FALSE,Positive,464.4,113,29,3.348,593,0.073,FALSE,Positive,464.4,60.1,29,3.34,809,0.032,FALSE
,,120_SPL_S086_Lüscher 0.d,120_SPL_S086_Lüscher 0,Sample,,4/20/2018 14:06,P2-F2,Positive,408.3,113,29,3.463,1473,0.057,FALSE,Positive,408.3,60.1,29,3.463,5830,0.055,FALSE,Positive,422.3,113,29,3.429,1420,0.06,FALSE,Positive,422.3,60.1,29,3.429,4962,0.056,FALSE,Positive,438.3,113,29,3.376,11147,0.059,FALSE,Positive,438.3,60.1,29,3.376,20815,0.06,FALSE,Positive,436.3,113,29,3.394,44669,0.055,FALSE,Positive,436.3,60.1,29,3.394,199706,0.055,FALSE,Positive,440.3,113,29,3.4,8957,0.057,FALSE,Positive,440.3,60.1,29,3.4,41478,0.056,FALSE,Positive,434.3,113,29,3.428,6613,0.057,FALSE,Positive,434.3,60.1,29,3.428,24334,0.056,FALSE,Positive,450.4,113,29,3.382,563,0.048,FALSE,Positive,450.4,60.1,29,3.366,3726,0.058,FALSE,Positive,464.4,113,29,3.34,577,0.076,FALSE,Positive,464.4,60.1,29,3.34,1189,0.058,FALSE
,,121_SPL_S087_Arnhold 0.d,121_SPL_S087_Arnhold 0,Sample,,4/20/2018 14:17,P2-F3,Positive,408.3,113,29,3.463,778,0.058,FALSE,Positive,408.3,60.1,29,3.463,2753,0.055,FALSE,Positive,422.3,113,29,3.429,1231,0.062,FALSE,Positive,422.3,60.1,29,3.429,3442,0.057,FALSE,Positive,438.3,113,29,3.376,9385,0.059,FALSE,Positive,438.3,60.1,29,3.384,16282,0.06,FALSE,Positive,436.3,113,29,3.402,40543,0.055,FALSE,Positive,436.3,60.1,29,3.402,175021,0.055,FALSE,Positive,440.3,113,29,3.4,10698,0.054,FALSE,Positive,440.3,60.1,29,3.4,45752,0.055,FALSE,Positive,434.3,113,29,3.436,5467,0.057,FALSE,Positive,434.3,60.1,29,3.428,19470,0.056,FALSE,Positive,450.4,113,29,3.366,256,0.091,FALSE,Positive,450.4,60.1,29,3.366,3350,0.058,FALSE,Positive,464.4,113,29,3.34,401,0.108,FALSE,Positive,464.4,60.1,29,3.34,1328,0.057,FALSE
,S1P d19:1 [M>113]: The retention times of all integrated peak groups lie outside the compound's identification time range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122_SPL_S088_Arnhold 1.d,122_SPL_S088_Arnhold 1,Sample,,4/20/2018 14:27,P2-F4,Positive,408.3,113,29,3.463,786,0.056,FALSE,Positive,408.3,60.1,29,3.463,2572,0.054,FALSE,Positive,422.3,113,29,3.437,1091,0.064,TRUE,Positive,422.3,60.1,29,3.429,2636,0.057,FALSE,Positive,438.3,113,29,3.384,7029,0.06,FALSE,Positive,438.3,60.1,29,3.384,11849,0.06,FALSE,Positive,436.3,113,29,3.402,30469,0.055,FALSE,Positive,436.3,60.1,29,3.402,115668,0.055,FALSE,Positive,440.3,113,29,3.4,9156,0.055,FALSE,Positive,440.3,60.1,29,3.4,40546,0.056,FALSE,Positive,434.3,113,29,3.436,4209,0.057,FALSE,Positive,434.3,60.1,29,3.436,14364,0.056,FALSE,Positive,450.4,113,29,,,,FALSE,Positive,450.4,60.1,29,3.374,2623,0.058,FALSE,Positive,464.4,113,29,3.348,549,0.08,FALSE,Positive,464.4,60.1,29,3.34,965,0.059,FALSE,
,,123_BQC_PQC13.d,123_BQC_PQC13,Sample,,4/20/2018 14:37,P2-F5,Positive,408.3,113,29,3.463,2085,0.057,FALSE,Positive,408.3,60.1,29,3.463,6891,0.055,FALSE,Positive,422.3,113,29,3.429,1510,0.063,TRUE,Positive,422.3,60.1,29,3.437,4873,0.057,FALSE,Positive,438.3,113,29,3.376,10964,0.058,FALSE,Positive,438.3,60.1,29,3.384,20503,0.059,FALSE,Positive,436.3,113,29,3.402,37087,0.055,FALSE,Positive,436.3,60.1,29,3.402,160297,0.055,FALSE,Positive,440.3,113,29,3.4,10721,0.057,FALSE,Positive,440.3,60.1,29,3.4,43663,0.056,FALSE,Positive,434.3,113,29,3.436,5913,0.056,FALSE,Positive,434.3,60.1,29,3.436,25241,0.056,FALSE,Positive,450.4,113,29,3.382,631,0.083,FALSE,Positive,450.4,60.1,29,3.374,3209,0.058,FALSE,Positive,464.4,113,29,3.348,474,0.116,FALSE,Positive,464.4,60.1,29,3.348,936,0.056,FALSE
,,124_SPL_S089_VM842640.d,124_SPL_S089_VM842640,Sample,,4/20/2018 14:48,P2-F6,Positive,408.3,113,29,3.463,1659,0.057,FALSE,Positive,408.3,60.1,29,3.463,5946,0.049,FALSE,Positive,422.3,113,29,3.429,1222,0.066,TRUE,Positive,422.3,60.1,29,3.437,3484,0.057,FALSE,Positive,438.3,113,29,3.376,4361,0.061,FALSE,Positive,438.3,60.1,29,3.384,6716,0.061,FALSE,Positive,436.3,113,29,3.402,15242,0.056,FALSE,Positive,436.3,60.1,29,3.402,67129,0.055,FALSE,Positive,440.3,113,29,3.408,10528,0.056,FALSE,Positive,440.3,60.1,29,3.4,43496,0.055,FALSE,Positive,434.3,113,29,3.436,2894,0.057,FALSE,Positive,434.3,60.1,29,3.436,11437,0.056,FALSE,Positive,450.4,113,29,3.374,602,0.132,FALSE,Positive,450.4,60.1,29,3.374,1137,0.056,FALSE,Positive,464.4,113,29,3.298,161,0.06,FALSE,Positive,464.4,60.1,29,3.34,320,0.061,FALSE
,,125_SPL_S090_Bodmer 0.d,125_SPL_S090_Bodmer 0,Sample,,4/20/2018 14:58,P2-F7,Positive,408.3,113,29,3.463,1975,0.057,FALSE,Positive,408.3,60.1,29,3.463,7572,0.055,FALSE,Positive,422.3,113,29,3.429,1188,0.063,FALSE,Positive,422.3,60.1,29,3.429,4246,0.056,FALSE,Positive,438.3,113,29,3.376,9162,0.059,FALSE,Positive,438.3,60.1,29,3.384,15447,0.059,FALSE,Positive,436.3,113,29,3.402,27432,0.055,FALSE,Positive,436.3,60.1,29,3.402,120198,0.055,FALSE,Positive,440.3,113,29,3.4,9890,0.057,FALSE,Positive,440.3,60.1,29,3.4,44160,0.055,FALSE,Positive,434.3,113,29,3.436,5406,0.058,FALSE,Positive,434.3,60.1,29,3.436,22608,0.055,FALSE,Positive,450.4,113,29,3.283,189,0.074,FALSE,Positive,450.4,60.1,29,3.374,2255,0.06,FALSE,Positive,464.4,113,29,3.282,120,0.056,FALSE,Positive,464.4,60.1,29,3.34,528,0.063,FALSE
,,126_SPL_S091_Bodmer 1.d,126_SPL_S091_Bodmer 1,Sample,,4/20/2018 15:08,P2-F8,Positive,408.3,113,29,3.463,1691,0.057,FALSE,Positive,408.3,60.1,29,3.463,6740,0.055,FALSE,Positive,422.3,113,29,3.437,1197,0.066,TRUE,Positive,422.3,60.1,29,3.437,3587,0.056,FALSE,Positive,438.3,113,29,3.376,11854,0.058,FALSE,Positive,438.3,60.1,29,3.384,19537,0.059,FALSE,Positive,436.3,113,29,3.402,30300,0.056,FALSE,Positive,436.3,60.1,29,3.402,145412,0.055,FALSE,Positive,440.3,113,29,3.4,10064,0.055,FALSE,Positive,440.3,60.1,29,3.4,44918,0.055,FALSE,Positive,434.3,113,29,3.436,5138,0.057,FALSE,Positive,434.3,60.1,29,3.436,19424,0.057,FALSE,Positive,450.4,113,29,3.274,192,0.09,FALSE,Positive,450.4,60.1,29,3.374,2704,0.058,FALSE,Positive,464.4,113,29,3.34,307,0.141,FALSE,Positive,464.4,60.1,29,3.34,609,0.069,FALSE
,,127_SPL_S092_VM842809.d,127_SPL_S092_VM842809,Sample,,4/20/2018 15:18,P2-F9,Positive,408.3,113,29,3.463,1940,0.056,FALSE,Positive,408.3,60.1,29,3.463,5909,0.055,FALSE,Positive,422.3,113,29,3.429,1482,0.063,FALSE,Positive,422.3,60.1,29,3.429,4258,0.057,FALSE,Positive,438.3,113,29,3.376,9651,0.059,FALSE,Positive,438.3,60.1,29,3.384,17023,0.06,FALSE,Positive,436.3,113,29,3.402,33866,0.055,FALSE,Positive,436.3,60.1,29,3.402,141965,0.055,FALSE,Positive,440.3,113,29,3.4,9231,0.056,FALSE,Positive,440.3,60.1,29,3.4,37382,0.056,FALSE,Positive,434.3,113,29,3.436,6691,0.057,FALSE,Positive,434.3,60.1,29,3.436,25589,0.056,FALSE,Positive,450.4,113,29,3.266,137,0.066,FALSE,Positive,450.4,60.1,29,3.374,2943,0.058,FALSE,Positive,464.4,113,29,3.356,199,0.083,FALSE,Positive,464.4,60.1,29,3.34,681,0.042,FALSE
,,128_SPL_S093_Senn 0.d,128_SPL_S093_Senn 0,Sample,,4/20/2018 15:29,P1-A1,Positive,408.3,113,29,3.463,4185,0.056,FALSE,Positive,408.3,60.1,29,3.463,16880,0.055,FALSE,Positive,422.3,113,29,3.429,1946,0.06,FALSE,Positive,422.3,60.1,29,3.429,6182,0.057,TRUE,Positive,438.3,113,29,3.376,10958,0.058,FALSE,Positive,438.3,60.1,29,3.384,18991,0.06,FALSE,Positive,436.3,113,29,3.402,39475,0.055,FALSE,Positive,436.3,60.1,29,3.402,155313,0.055,FALSE,Positive,440.3,113,29,3.4,10307,0.055,FALSE,Positive,440.3,60.1,29,3.4,42656,0.056,FALSE,Positive,434.3,113,29,3.436,7308,0.057,FALSE,Positive,434.3,60.1,29,3.428,28901,0.056,FALSE,Positive,450.4,113,29,3.374,719,0.065,FALSE,Positive,450.4,60.1,29,3.374,3441,0.053,FALSE,Positive,464.4,113,29,3.29,114,0.046,FALSE,Positive,464.4,60.1,29,3.34,636,0.058,FALSE
,,129_SPL_S094_Senn 1.d,129_SPL_S094_Senn 1,Sample,,4/20/2018 15:39,P1-A2,Positive,408.3,113,29,3.463,3399,0.055,FALSE,Positive,408.3,60.1,29,3.463,14465,0.055,FALSE,Positive,422.3,113,29,3.429,1585,0.059,FALSE,Positive,422.3,60.1,29,3.429,5946,0.056,FALSE,Positive,438.3,113,29,3.376,11198,0.058,FALSE,Positive,438.3,60.1,29,3.384,20423,0.061,FALSE,Positive,436.3,113,29,3.402,37887,0.055,FALSE,Positive,436.3,60.1,29,3.402,164030,0.055,FALSE,Positive,440.3,113,29,3.4,10420,0.056,FALSE,Positive,440.3,60.1,29,3.4,46087,0.056,FALSE,Positive,434.3,113,29,3.436,6681,0.057,FALSE,Positive,434.3,60.1,29,3.436,27753,0.056,FALSE,Positive,450.4,113,29,3.291,165,0.065,FALSE,Positive,450.4,60.1,29,3.374,3350,0.058,FALSE,Positive,464.4,113,29,3.265,152,0.055,FALSE,Positive,464.4,60.1,29,3.34,665,0.064,FALSE
,,130_SPL_S095_LZ125634.d,130_SPL_S095_LZ125634,Sample,,4/20/2018 15:55,P1-A3,Positive,408.3,113,29,3.471,1386,0.058,FALSE,Positive,408.3,60.1,29,3.471,5165,0.052,FALSE,Positive,422.3,113,29,3.437,1282,0.068,TRUE,Positive,422.3,60.1,29,3.445,3243,0.055,FALSE,Positive,438.3,113,29,3.393,18361,0.058,FALSE,Positive,438.3,60.1,29,3.393,31232,0.058,FALSE,Positive,436.3,113,29,3.41,44733,0.055,FALSE,Positive,436.3,60.1,29,3.41,190033,0.055,FALSE,Positive,440.3,113,29,3.416,10639,0.057,FALSE,Positive,440.3,60.1,29,3.416,41760,0.056,FALSE,Positive,434.3,113,29,3.444,5603,0.057,FALSE,Positive,434.3,60.1,29,3.444,21845,0.056,FALSE,Positive,450.4,113,29,3.382,780,0.038,FALSE,Positive,450.4,60.1,29,3.382,4584,0.055,FALSE,Positive,464.4,113,29,3.356,871,0.069,FALSE,Positive,464.4,60.1,29,3.356,1649,0.058,FALSE
,,131_SPL_S096_Candrian 0.d,131_SPL_S096_Candrian 0,Sample,,4/20/2018 16:05,P1-A4,Positive,408.3,113,29,3.463,1840,0.056,FALSE,Positive,408.3,60.1,29,3.463,6631,0.055,FALSE,Positive,422.3,113,29,3.429,1751,0.06,FALSE,Positive,422.3,60.1,29,3.429,5688,0.056,FALSE,Positive,438.3,113,29,3.376,18391,0.058,FALSE,Positive,438.3,60.1,29,3.376,29427,0.06,FALSE,Positive,436.3,113,29,3.402,65745,0.055,FALSE,Positive,436.3,60.1,29,3.394,259334,0.056,FALSE,Positive,440.3,113,29,3.4,10280,0.057,FALSE,Positive,440.3,60.1,29,3.4,42821,0.056,FALSE,Positive,434.3,113,29,3.428,7417,0.056,FALSE,Positive,434.3,60.1,29,3.428,27629,0.056,FALSE,Positive,450.4,113,29,3.374,574,0.058,FALSE,Positive,450.4,60.1,29,3.366,5468,0.057,FALSE,Positive,464.4,113,29,3.34,957,0.069,FALSE,Positive,464.4,60.1,29,3.34,1534,0.056,TRUE
,,132_BQC_PQC14.d,132_BQC_PQC14,Sample,,4/20/2018 16:15,P1-A5,Positive,408.3,113,29,3.463,1753,0.058,FALSE,Positive,408.3,60.1,29,3.463,6508,0.054,FALSE,Positive,422.3,113,29,3.429,1510,0.064,TRUE,Positive,422.3,60.1,29,3.429,5123,0.056,FALSE,Positive,438.3,113,29,3.376,10547,0.058,FALSE,Positive,438.3,60.1,29,3.384,18810,0.059,FALSE,Positive,436.3,113,29,3.402,36436,0.055,FALSE,Positive,436.3,60.1,29,3.402,149953,0.055,FALSE,Positive,440.3,113,29,3.4,10598,0.056,FALSE,Positive,440.3,60.1,29,3.4,41368,0.056,FALSE,Positive,434.3,113,29,3.436,5936,0.057,FALSE,Positive,434.3,60.1,29,3.436,23210,0.056,FALSE,Positive,450.4,113,29,3.382,755,0.045,FALSE,Positive,450.4,60.1,29,3.374,3251,0.058,FALSE,Positive,464.4,113,29,3.365,848,0.157,FALSE,Positive,464.4,60.1,29,3.34,787,0.044,FALSE
,,133_TQC_TQC08.d,133_TQC_TQC08,Sample,,4/20/2018 16:25,Vial 3,Positive,408.3,113,29,3.463,1974,0.058,FALSE,Positive,408.3,60.1,29,3.463,6650,0.056,FALSE,Positive,422.3,113,29,3.429,1269,0.062,FALSE,Positive,422.3,60.1,29,3.429,5291,0.056,FALSE,Positive,438.3,113,29,3.376,10739,0.058,FALSE,Positive,438.3,60.1,29,3.384,20354,0.06,FALSE,Positive,436.3,113,29,3.402,41868,0.055,FALSE,Positive,436.3,60.1,29,3.402,168196,0.055,FALSE,Positive,440.3,113,29,3.4,10522,0.057,FALSE,Positive,440.3,60.1,29,3.4,49866,0.056,FALSE,Positive,434.3,113,29,3.436,6854,0.057,FALSE,Positive,434.3,60.1,29,3.436,25833,0.056,FALSE,Positive,450.4,113,29,3.266,108,0.062,FALSE,Positive,450.4,60.1,29,3.374,3973,0.058,FALSE,Positive,464.4,113,29,3.273,178,0.066,FALSE,Positive,464.4,60.1,29,3.348,1041,0.06,FALSE
,,134_SPL_S097_Baer 0.d,134_SPL_S097_Baer 0,Sample,,4/20/2018 16:36,P1-A6,Positive,408.3,113,29,3.463,1344,0.059,FALSE,Positive,408.3,60.1,29,3.463,5376,0.055,FALSE,Positive,422.3,113,29,3.437,1259,0.06,FALSE,Positive,422.3,60.1,29,3.437,3736,0.056,TRUE,Positive,438.3,113,29,3.384,9770,0.059,FALSE,Positive,438.3,60.1,29,3.384,16596,0.06,FALSE,Positive,436.3,113,29,3.402,33294,0.056,FALSE,Positive,436.3,60.1,29,3.402,139693,0.055,FALSE,Positive,440.3,113,29,3.408,10341,0.058,FALSE,Positive,440.3,60.1,29,3.408,46013,0.056,FALSE,Positive,434.3,113,29,3.436,4753,0.057,FALSE,Positive,434.3,60.1,29,3.436,19403,0.055,FALSE,Positive,450.4,113,29,3.266,116,0.079,FALSE,Positive,450.4,60.1,29,3.374,3012,0.055,FALSE,Positive,464.4,113,29,3.356,949,0.142,FALSE,Positive,464.4,60.1,29,3.348,824,0.054,FALSE
